datetime_utc,conds,dewptm,fog,hail,heatindexm,hum,precipm,pressurem,rain,snow,tempm,thunder,tornado,vism,wdird,wdire,wgustm,windchillm,wspdm,year,month,day,hour,AQI
20150926-21:00,Mist,23,0,0,,74,,1006,0,0,26,0,0,2,,,,,0,2015,09,26,21,158
20150927-00:00,Mist,23,0,0,,79,,1006,0,0,26,0,0,2,,,,,0,2015,09,27,00,161
20150927-03:00,Haze,21,0,0,,59,,1008,0,0,28,0,0,2,250,WSW,,,7.4,2015,09,27,03,160
20150927-06:00,Haze,20,0,0,,37,,1008,0,0,33,0,0,4,320,NW,,,3.7,2015,09,27,06,164
20150927-09:00,Haze,20,0,0,,37,,1008,0,0,33,0,0,4,320,NW,,,3.7,2015,09,27,09,162
20150927-12:00,Haze,20,0,0,,38,,1006,0,0,32,0,0,2,0,North,,,9.3,2015,09,27,12,126
20150927-15:00,Haze,21,0,0,,52,,1007,0,0,29,0,0,2,,,,,0,2015,09,27,15,127
20150927-18:00,Haze,22,0,0,,67,,1007,0,0,27,0,0,2,,,,,0,2015,09,27,18,98
20150927-21:00,Mist,22,0,0,,75,,1007,0,0,26,0,0,2,,,,,0,2015,09,27,21,114
20150928-00:00,Mist,22,0,0,,82,,1008,0,0,24,0,0,2,,,,,0,2015,09,28,00,148
20150928-03:00,Mist,22,0,0,,69,,1010,0,0,26,0,0,2,320,NW,,,7.4,2015,09,28,03,153
20150928-06:00,Haze,20,0,0,,38,,1010,0,0,32,0,0,2,0,North,,,11.1,2015,09,28,06,150
20150928-09:00,Haze,20,0,0,,33,,1008,0,0,34,0,0,2,320,NW,,,7.4,2015,09,28,09,152
20150928-12:00,Haze,19,0,0,,35,,1009,0,0,33,0,0,2,320,NW,,,5.6,2015,09,28,12,118
20150928-15:00,Haze,21,0,0,,59,,1009,0,0,28,0,0,2,,,,,0,2015,09,28,15,86
20150928-18:00,Mist,21,0,0,,71,,1009,0,0,25,0,0,2,,,,,0,2015,09,28,18,82
20150928-21:00,Mist,21,0,0,,81,,1009,0,0,24,0,0,2,,,,,0,2015,09,28,21,119
20150929-00:00,Mist,21,0,0,,85,,1009,0,0,23,0,0,2,,,,,0,2015,09,29,00,154
20150929-03:00,Mist,21,0,0,,75,,1012,0,0,25,0,0,2,320,NW,,,5.6,2015,09,29,03,153
20150929-06:00,Blowing Sand,21,0,0,,41,,1012,0,0,32,0,0,2,320,NW,,,11.1,2015,09,29,06,158
20150929-09:00,Haze,17,0,0,,29,,1010,0,0,34,0,0,4,320,NW,,,18.5,2015,09,29,09,161
20150929-12:00,Haze,18,0,0,,33,,1009,0,0,33,0,0,4,320,NW,,,11.1,2015,09,29,12,155
20150929-15:00,Haze,21,0,0,,55,,1011,0,0,29,0,0,2,320,NW,,,9.3,2015,09,29,15,81
20150929-18:00,Haze,22,0,0,,64,,1011,0,0,27,0,0,2,320,NW,,,11.1,2015,09,29,18,82
20150929-21:00,Haze,22,0,0,,64,,1011,0,0,27,0,0,2,320,NW,,,11.1,2015,09,29,21,131
20150930-00:00,Haze,18,0,0,,64,,1011,0,0,24,0,0,2,290,WNW,,,3.7,2015,09,30,00,122
20150930-03:00,Haze,18,0,0,,52,,1013,0,0,26,0,0,2,340,NNW,,,9.3,2015,09,30,03,115
20150930-06:00,Haze,17,0,0,,29,,1013,0,0,33,0,0,4,320,NW,,,14.8,2015,09,30,06,87
20150930-09:00,Haze,16,0,0,,23,,1010,0,0,35,0,0,4,320,NW,,,14.8,2015,09,30,09,98
20150930-12:00,Haze,19,0,0,,34,,1010,0,0,33,0,0,4,290,WNW,,,11.1,2015,09,30,12,82
20150930-15:00,Haze,20,0,0,,48,,1011,0,0,29,0,0,4,320,NW,,,5.6,2015,09,30,15,64
20150930-18:00,Haze,20,0,0,,58,,1011,0,0,27,0,0,4,320,NW,,,3.7,2015,09,30,18,83
20150930-21:00,Haze,20,0,0,,67,,1012,0,0,25,0,0,4,320,NW,,,3.7,2015,09,30,21,140
20151001-00:00,Mist,20,0,0,,76,,1012,0,0,23,0,0,2,320,NW,,,5.6,2015,10,01,00,152
20151001-03:00,Haze,19,0,0,,64,,1014,0,0,25,0,0,2,290,WNW,,,9.3,2015,10,01,03,132
20151001-06:00,Haze,19,0,0,,35,,1014,0,0,32,0,0,2,270,West,,,7.4,2015,10,01,06,153
20151001-09:00,Haze,16,0,0,,23,,1011,0,0,35,0,0,4,290,WNW,,,13,2015,10,01,09,166
20151001-12:00,Haze,15,0,0,,24,,1010,0,0,34,0,0,4,320,NW,,,9.3,2015,10,01,12,160
20151001-15:00,Haze,18,0,0,,48,,1012,0,0,27,0,0,2,,,,,0,2015,10,01,15,116
20151001-18:00,Haze,20,0,0,,66,,1012,0,0,25,0,0,2,,,,,0,2015,10,01,18,76
20151001-21:00,Mist,20,0,0,,74,,1011,0,0,24,0,0,2,,,,,0,2015,10,01,21,135
20151002-00:00,Mist,20,0,0,,85,,1012,0,0,22,0,0,2,,,,,0,2015,10,02,00,160
20151002-03:00,Haze,20,0,0,,67,,1013,0,0,25,0,0,2,290,WNW,,,3.7,2015,10,02,03,170
20151002-06:00,Haze,20,0,0,,40,,1013,0,0,32,0,0,4,320,NW,,,7.4,2015,10,02,06,172
20151002-09:00,Haze,16,0,0,,22,,1010,0,0,35,0,0,4,0,North,,,9.3,2015,10,02,09,173
20151002-12:00,Haze,17,0,0,,28,,1009,0,0,34,0,0,4,290,WNW,,,14.8,2015,10,02,12,154
20151002-15:00,Haze,20,0,0,,55,,1010,0,0,27,0,0,4,,,,,0,2015,10,02,15,124
20151002-18:00,Mist,20,0,0,,,,1010,0,0,,0,0,2,20,NNE,,,81.5,2015,10,02,18,106
20151002-21:00,Mist,20,0,0,,79,,1009,0,0,23,0,0,2,,,,,0,2015,10,02,21,151
20151003-00:00,Mist,19,0,0,,70,,1009,0,0,23,0,0,2,,,,,0,2015,10,03,00,160
20151003-03:00,Mist,19,0,0,,,,1012,0,0,,0,0,0.4,20,NNE,,,96.3,2015,10,03,03,164
20151003-06:00,Haze,21,0,0,,40,,1010,0,0,33,0,0,4,270,West,,,11.1,2015,10,03,06,164
20151003-09:00,Haze,19,0,0,,28,,1007,0,0,36,0,0,4,270,West,,,18.5,2015,10,03,09,160
20151003-12:00,Haze,23,0,0,,44,,1006,0,0,34,0,0,4,0,North,,,5.6,2015,10,03,12,153
20151003-15:00,Haze,21,0,0,,59,,1008,0,0,28,0,0,2,,,,,0,2015,10,03,15,99
20151003-18:00,Mist,22,0,0,,73,,1009,0,0,26,0,0,2,,,,,0,2015,10,03,18,102
20151003-21:00,Mist,22,0,0,,73,,1009,0,0,26,0,0,2,,,,,0,2015,10,03,21,157
20151004-00:00,Mist,21,0,0,,81,,1009,0,0,23,0,0,2,,,,,0,2015,10,04,00,172
20151004-03:00,Haze,20,0,0,,64,,1012,0,0,26,0,0,2,,,,,0,2015,10,04,03,185
20151004-06:00,Haze,22,0,0,,37,,1000,0,0,34,0,0,4,180,South,,,9.3,2015,10,04,06,183
20151004-09:00,Haze,20,0,0,,29,,1008,0,0,37,0,0,4,290,WNW,,,9.3,2015,10,04,09,181
20151004-12:00,Haze,21,0,0,,35,,1008,0,0,34,0,0,4,320,NW,,,5.6,2015,10,04,12,158
20151004-15:00,Haze,21,0,0,,56,,1009,0,0,28,0,0,4,,,,,0,2015,10,04,15,86
20151004-18:00,Haze,20,0,0,,65,,1010,0,0,25,0,0,2,,,,,0,2015,10,04,18,71
20151004-21:00,Haze,20,0,0,,68,,1009,0,0,25,0,0,2,,,,,0,2015,10,04,21,140
20151005-00:00,Mist,19,0,0,,79,,1010,0,0,22,0,0,2,,,,,0,2015,10,05,00,165
20151005-03:00,Mist,21,0,0,,72,,1012,0,0,26,0,0,2,,,,,0,2015,10,05,03,183
20151005-06:00,Haze,21,0,0,,38,,1011,0,0,34,0,0,4,,,,,0,2015,10,05,06,182
20151005-09:00,Haze,23,0,0,,38,,1008,0,0,36,0,0,2,320,NW,,,7.4,2015,10,05,09,183
20151005-12:00,Haze,24,0,0,,45,,1007,0,0,34,0,0,2,340,NNW,,,3.7,2015,10,05,12,170
20151005-15:00,Haze,21,0,0,,60,,1008,0,0,28,0,0,2,,,,,0,2015,10,05,15,161
20151005-18:00,Mist,22,0,0,,69,,1009,0,0,26,0,0,2,,,,,0,2015,10,05,18,99
20151005-21:00,Mist,21,0,0,,74,,1009,0,0,25,0,0,2,,,,,0,2015,10,05,21,159
20151006-00:00,Mist,19,0,0,,69,,1010,0,0,24,0,0,2,,,,,0,2015,10,06,00,174
20151006-03:00,Haze,21,0,0,,64,,1011,0,0,26,0,0,2,270,West,,,5.6,2015,10,06,03,194
20151006-06:00,Haze,24,0,0,,53,,1010,0,0,33,0,0,2,340,NNW,,,14.8,2015,10,06,06,171
20151006-09:00,Haze,23,0,0,,41,,1008,0,0,35,0,0,4,320,NW,,,9.3,2015,10,06,09,178
20151006-12:00,Haze,22,0,0,,43,,1007,0,0,33,0,0,4,320,NW,,,7.4,2015,10,06,12,171
20151006-15:00,Haze,21,0,0,,62,,1008,0,0,27,0,0,2,,,,,0,2015,10,06,15,150
20151006-18:00,Mist,22,0,0,,76,,1009,0,0,25,0,0,2,,,,,0,2015,10,06,18,131
20151006-21:00,Mist,21,0,0,,81,,1009,0,0,24,0,0,2,,,,,0,2015,10,06,21,168
20151007-00:00,Mist,21,0,0,,85,,1010,0,0,23,0,0,2,,,,,0,2015,10,07,00,188
20151007-03:00,Smoke,21,0,0,,65,,1011,0,0,26,0,0,2,270,West,,,7.4,2015,10,07,03,195
20151007-06:00,Haze,25,0,0,,54,,1010,0,0,33,0,0,2,270,West,,,18.5,2015,10,07,06,187
20151007-09:00,Haze,24,0,0,,47,,1007,0,0,34,0,0,2,340,NNW,,,14.8,2015,10,07,09,191
20151007-12:00,Haze,24,0,0,,53,,1008,0,0,32,0,0,2,320,NW,,,11.1,2015,10,07,12,188
20151007-15:00,Haze,23,0,0,,65,,1009,0,0,29,0,0,2,,,,,0,2015,10,07,15,159
20151007-18:00,Mist,23,0,0,,74,,1010,0,0,27,0,0,2,,,,,0,2015,10,07,18,161
20151007-21:00,Mist,23,0,0,,83,,1008,0,0,25,0,0,2,,,,,0,2015,10,07,21,180
20151008-00:00,Mist,22,0,0,,88,,1009,0,0,24,0,0,2,,,,,0,2015,10,08,00,183
20151008-03:00,Mist,22,0,0,,69,,1010,0,0,26,0,0,2,320,NW,,,5.6,2015,10,08,03,188
20151008-06:00,Haze,24,0,0,,49,,1009,0,0,33,0,0,2,270,West,,,9.3,2015,10,08,06,202
20151008-09:00,Haze,25,0,0,,48,,1006,0,0,35,0,0,2,320,NW,,,14.8,2015,10,08,09,201
20151008-12:00,Haze,24,0,0,,51,,1005,0,0,33,0,0,2,320,NW,,,5.6,2015,10,08,12,175
20151008-15:00,Haze,22,0,0,,67,,1007,0,0,27,0,0,2,,,,,0,2015,10,08,15,148
20151008-18:00,Mist,21,0,0,,74,,1007,0,0,25,0,0,2,,,,,0,2015,10,08,18,116
20151008-21:00,Mist,20,0,0,,75,,1007,0,0,24,0,0,2,,,,,0,2015,10,08,21,158
20151009-00:00,Mist,20,0,0,,82,,1006,0,0,23,0,0,2,,,,,0,2015,10,09,00,169
20151009-03:00,Haze,19,0,0,,55,,1007,0,0,26,0,0,2,290,WNW,,,9.3,2015,10,09,03,177
20151009-06:00,Haze,21,0,0,,40,,1005,0,0,33,0,0,2,250,WSW,,,14.8,2015,10,09,06,175
20151009-09:00,Blowing Sand,24,0,0,,44,,1002,0,0,36,0,0,2,290,WNW,,,24.1,2015,10,09,09,172
20151009-12:00,Haze,22,0,0,,40,,1002,0,0,34,0,0,2,,,,,0,2015,10,09,12,157
20151009-15:00,Haze,21,0,0,,63,,1004,0,0,27,0,0,2,,,,,0,2015,10,09,15,96
20151009-18:00,Mist,21,0,0,,74,,1004,0,0,25,0,0,2,,,,,0,2015,10,09,18,91
20151009-21:00,Mist,21,0,0,,80,,1004,0,0,24,0,0,2,,,,,0,2015,10,09,21,185
20151010-00:00,Mist,19,0,0,,82,,1005,0,0,21,0,0,2,,,,,0,2015,10,10,00,177
20151010-03:00,Haze,15,0,0,,40,,1006,0,0,26,0,0,2,250,WSW,,,18.5,2015,10,10,03,188
20151010-06:00,Haze,21,0,0,,38,,1006,0,0,34,0,0,2,290,WNW,,,16.7,2015,10,10,06,179
20151010-09:00,Haze,23,0,0,,37,,1003,0,0,36,0,0,4,230,SW,,,14.8,2015,10,10,09,140
20151010-12:00,Haze,23,0,0,,38,,1003,0,0,35,0,0,4,320,NW,,,3.7,2015,10,10,12,87
20151010-15:00,Haze,20,0,0,,55,,1005,0,0,28,0,0,2,,,,,0,2015,10,10,15,58
20151010-18:00,Mist,20,0,0,,69,,1006,0,0,25,0,0,2,,,,,0,2015,10,10,18,75
20151010-21:00,Mist,20,0,0,,78,,1006,0,0,23,0,0,2,,,,,0,2015,10,10,21,176
20151011-00:00,Mist,19,0,0,,79,,1008,0,0,22,0,0,2,250,WSW,,,5.6,2015,10,11,00,185
20151011-03:00,Haze,15,0,0,,36,,1010,0,0,27,0,0,4,270,West,,,9.3,2015,10,11,03,184
20151011-06:00,Haze,19,0,0,,33,,1009,0,0,33,0,0,4,270,West,,,18.5,2015,10,11,06,159
20151011-09:00,Haze,18,0,0,,25,,1007,0,0,36,0,0,4,320,NW,,,14.8,2015,10,11,09,109
20151011-12:00,Haze,20,0,0,,33,,1007,0,0,34,0,0,4,,,,,0,2015,10,11,12,87
20151011-15:00,Haze,20,0,0,,33,,1007,0,0,34,0,0,4,,,,,0,2015,10,11,15,64
20151011-18:00,Mist,21,0,0,,74,,1010,0,0,25,0,0,2,,,,,0,2015,10,11,18,77
20151011-21:00,Mist,21,0,0,,81,,1010,0,0,23,0,0,2,,,,,0,2015,10,11,21,152
20151012-00:00,Mist,20,0,0,,81,,1011,0,0,22,0,0,2,,,,,0,2015,10,12,00,170
20151012-03:00,Haze,17,0,0,,51,,1012,0,0,25,0,0,2,340,NNW,,,3.7,2015,10,12,03,172
20151012-06:00,Haze,20,0,0,,35,,1012,0,0,33,0,0,4,230,SW,,,9.3,2015,10,12,06,162
20151012-09:00,Haze,20,0,0,,33,,1009,0,0,35,0,0,4,270,West,,,13,2015,10,12,09,164
20151012-12:00,Haze,23,0,0,,44,,1008,0,0,34,0,0,4,,,,,0,2015,10,12,12,146
20151012-15:00,Haze,22,0,0,,54,,1008,0,0,30,0,0,0.02,,,,,0,2015,10,12,15,92
20151012-18:00,Haze,22,0,0,,65,,1010,0,0,28,0,0,2,,,,,0,2015,10,12,18,91
20151012-21:00,Mist,23,0,0,,70,,1010,0,0,27,0,0,2,,,,,0,2015,10,12,21,152
20151013-00:00,Mist,23,0,0,,84,,1010,0,0,25,0,0,2,110,ESE,,,5.6,2015,10,13,00,162
20151013-03:00,Mist,22,0,0,,70,,1013,0,0,27,0,0,2,,,,,0,2015,10,13,03,172
20151013-06:00,Haze,25,0,0,,59,,1012,0,0,32,0,0,2,70,ENE,,,3.7,2015,10,13,06,166
20151013-09:00,Haze,24,0,0,,47,,1009,0,0,34,0,0,2,,,,,0,2015,10,13,09,167
20151013-12:00,Haze,22,0,0,,43,,1009,0,0,33,0,0,2,,,,,0,2015,10,13,12,171
20151013-15:00,Haze,24,0,0,,64,,1011,0,0,30,0,0,2,70,ENE,,,5.6,2015,10,13,15,159
20151013-18:00,Haze,23,0,0,,67,,1012,0,0,28,0,0,2,110,ESE,,,9.3,2015,10,13,18,154
20151013-21:00,Mist,22,0,0,,69,,1012,0,0,27,0,0,2,110,ESE,,,5.6,2015,10,13,21,165
20151014-00:00,Haze,21,0,0,,65,,1012,0,0,26,0,0,2,110,ESE,,,5.6,2015,10,14,00,159
20151014-03:00,Mist,22,0,0,,68,,1015,0,0,27,0,0,2,,,,,11.1,2015,10,14,03,155
20151014-06:00,Haze,24,0,0,,52,,1014,0,0,32,0,0,2,90,East,,,9.3,2015,10,14,06,154
20151014-09:00,Haze,25,0,0,,49,,1011,0,0,35,0,0,2,70,ENE,,,5.6,2015,10,14,09,158
20151014-12:00,Haze,24,0,0,,53,,1011,0,0,33,0,0,2,,,,,0,2015,10,14,12,163
20151014-15:00,Mist,20,0,0,,68,,1014,0,0,25,0,0,2,90,East,,,3.7,2015,10,14,15,158
20151014-18:00,Mist,20,0,0,,74,,1015,0,0,24,0,0,2,110,ESE,,,3.7,2015,10,14,18,159
20151014-21:00,Mist,20,0,0,,80,,1014,0,0,23,0,0,2,,,,,0,2015,10,14,21,154
20151015-00:00,Mist,21,0,0,,88,,1014,0,0,22,0,0,1,,,,,0,2015,10,15,00,152
20151015-03:00,Mist,20,0,0,,70,,1016,0,0,25,0,0,1,,,,,0,2015,10,15,03,152
20151015-06:00,Haze,22,0,0,,47,,1015,0,0,32,0,0,2,,,,,0,2015,10,15,06,166
20151015-09:00,Haze,22,0,0,,39,,1011,0,0,34,0,0,2,270,West,,,3.7,2015,10,15,09,171
20151015-12:00,Haze,24,0,0,,53,,1011,0,0,32,0,0,2,,,,,0,2015,10,15,12,158
20151015-15:00,Mist,22,0,0,,69,,1013,0,0,27,0,0,2,,,,,0,2015,10,15,15,158
20151015-18:00,Mist,22,0,0,,79,,1014,0,0,25,0,0,2,,,,,0,2015,10,15,18,169
20151015-21:00,Mist,21,0,0,,83,,1014,0,0,23,0,0,2,,,,,0,2015,10,15,21,177
20151016-00:00,Mist,21,0,0,,88,,1014,0,0,22,0,0,2,,,,,0,2015,10,16,00,177
20151016-03:00,Mist,22,0,0,,84,,1015,0,0,24,0,0,2,,,,,0,2015,10,16,03,188
20151016-06:00,Haze,22,0,0,,45,,1015,0,0,33,0,0,2,320,NW,,,3.7,2015,10,16,06,195
20151016-09:00,Haze,10,0,0,,14,,1012,0,0,35,0,0,2,290,WNW,,,3.7,2015,10,16,09,208
20151016-12:00,Haze,22,0,0,,47,,1012,0,0,32,0,0,2,,,,,0,2015,10,16,12,176
20151016-15:00,Haze,22,0,0,,64,,1013,0,0,28,0,0,2,,,,,0,2015,10,16,15,157
20151016-18:00,Mist,22,0,0,,74,,1014,0,0,25,0,0,2,,,,,0,2015,10,16,18,169
20151016-21:00,Mist,22,0,0,,85,,1013,0,0,24,0,0,2,,,,,0,2015,10,16,21,178
20151017-00:00,Mist,22,0,0,,88,,1013,0,0,23,0,0,2,,,,,0,2015,10,17,00,189
20151017-03:00,Mist,22,0,0,,77,,1013,0,0,25,0,0,2,270,West,,,5.6,2015,10,17,03,206
20151017-06:00,Smoke,21,0,0,,39,,1014,0,0,33,0,0,2,290,WNW,,,11.1,2015,10,17,06,213
20151017-09:00,Haze,23,0,0,,41,,1010,0,0,34,0,0,2,320,NW,,,9.3,2015,10,17,09,207
20151017-12:00,Haze,23,0,0,,50,,1010,0,0,32,0,0,2,340,NNW,,,3.7,2015,10,17,12,187
20151017-15:00,Smoke,21,0,0,,60,,1012,0,0,28,0,0,2,,,,,0,2015,10,17,15,166
20151017-18:00,Mist,22,0,0,,74,,1013,0,0,25,0,0,2,,,,,0,2015,10,17,18,175
20151017-21:00,Mist,22,0,0,,81,,1013,0,0,24,0,0,2,,,,,0,2015,10,17,21,197
20151018-00:00,Mist,21,0,0,,87,,1013,0,0,23,0,0,1,,,,,0,2015,10,18,00,244
20151018-03:00,Mist,21,0,0,,82,,1015,0,0,24,0,0,2,,,,,0,2015,10,18,03,243
20151018-06:00,Haze,22,0,0,,43,,1014,0,0,33,0,0,2,270,West,,,3.7,2015,10,18,06,267
20151018-09:00,Haze,22,0,0,,,,1012,0,0,,0,0,0.6,30,NNE,,,85.2,2015,10,18,09,259
20151018-12:00,Haze,23,0,0,,51,,1011,0,0,32,0,0,2,,,,,0,2015,10,18,12,198
20151018-15:00,Mist,23,0,0,,71,,1013,0,0,27,0,0,2,,,,,0,2015,10,18,15,180
20151018-18:00,Mist,22,0,0,,80,,1014,0,0,25,0,0,2,,,,,0,2015,10,18,18,193
20151018-21:00,Mist,22,0,0,,88,,1013,0,0,24,0,0,2,,,,,0,2015,10,18,21,225
20151019-00:00,Mist,21,0,0,,89,,1013,0,0,23,0,0,2,,,,,0,2015,10,19,00,261
20151019-03:00,Smoke,22,0,0,,79,,1014,0,0,24,0,0,2,160,SSE,,,9.3,2015,10,19,03,257
20151019-06:00,Haze,23,0,0,,49,,1014,0,0,33,0,0,2,230,SW,,,9.3,2015,10,19,06,262
20151019-09:00,Haze,22,0,0,,37,,1010,0,0,35,0,0,2,270,West,,,5.6,2015,10,19,09,241
20151019-12:00,Haze,22,0,0,,43,,1010,0,0,33,0,0,2,,,,,0,2015,10,19,12,186
20151019-15:00,Haze,22,0,0,,43,,1010,0,0,33,0,0,2,,,,,0,2015,10,19,15,163
20151019-18:00,Mist,22,0,0,,86,,1011,0,0,25,0,0,2,,,,,0,2015,10,19,18,162
20151019-21:00,Haze,22,0,0,,81,,1010,0,0,24,0,0,2,,,,,0,2015,10,19,21,198
20151020-00:00,Mist,21,0,0,,86,,1010,0,0,23,0,0,2,20,NNE,,,9.3,2015,10,20,00,213
20151020-03:00,Mist,23,0,0,,82,,1011,0,0,25,0,0,1,,,,,0,2015,10,20,03,234
20151020-06:00,Haze,21,0,0,,38,,1010,0,0,34,0,0,2,270,West,,,7.4,2015,10,20,06,255
20151020-09:00,Haze,21,0,0,,38,,1010,0,0,34,0,0,2,270,West,,,7.4,2015,10,20,09,311
20151020-12:00,Haze,21,0,0,,36,,1008,0,0,34,0,0,2,320,NW,,,3.7,2015,10,20,12,211
20151020-15:00,Haze,22,0,0,,60,,1010,0,0,29,0,0,2,,,,,0,2015,10,20,15,161
20151020-18:00,Mist,22,0,0,,74,,1010,0,0,25,0,0,2,,,,,0,2015,10,20,18,134
20151020-21:00,Mist,20,0,0,,78,,1010,0,0,24,0,0,2,,,,,0,2015,10,20,21,186
20151021-00:00,Mist,19,0,0,,79,,1010,0,0,22,0,0,2,,,,,0,2015,10,21,00,218
20151021-03:00,Mist,20,0,0,,72,,1013,0,0,24,0,0,0.5,,,,,0,2015,10,21,03,210
20151021-06:00,Haze,22,0,0,,47,,1012,0,0,31,0,0,1,290,WNW,,,5.6,2015,10,21,06,230
20151021-09:00,Haze,23,0,0,,48,,1016,0,0,33,0,0,2,,,,,0,2015,10,21,09,281
20151021-12:00,Haze,23,0,0,,51,,1010,0,0,32,0,0,2,290,WNW,,,7.4,2015,10,21,12,293
20151021-15:00,Haze,20,0,0,,58,,1011,0,0,27,0,0,2,290,WNW,,,3.7,2015,10,21,15,195
20151021-18:00,Mist,18,0,0,,69,,1012,0,0,22,0,0,2,,,,,0,2015,10,21,18,184
20151021-21:00,Mist,17,0,0,,73,,1011,0,0,21,0,0,2,,,,,0,2015,10,21,21,183
20151022-00:00,Mist,16,0,0,,80,,1012,0,0,19,0,0,2,,,,,0,2015,10,22,00,177
20151022-03:00,Haze,18,0,0,,66,,1014,0,0,23,0,0,2,250,WSW,,,7.4,2015,10,22,03,180
20151022-06:00,Haze,20,0,0,,46,,1014,0,0,30,0,0,2,270,West,,,14.8,2015,10,22,06,186
20151022-09:00,Haze,15,0,0,,25,,1011,0,0,33,0,0,2,320,NW,,,9.3,2015,10,22,09,193
20151022-12:00,Haze,15,0,0,,27,,1010,0,0,31,0,0,2,340,NNW,,,3.7,2015,10,22,12,182
20151022-15:00,Haze,16,0,0,,59,,1012,0,0,23,0,0,2,,,,,0,2015,10,22,15,163
20151022-18:00,Mist,15,0,0,,68,,1013,0,0,20,0,0,2,,,,,0,2015,10,22,18,159
20151022-21:00,Mist,16,0,0,,77,,1012,0,0,19,0,0,2,,,,,0,2015,10,22,21,184
20151023-00:00,Mist,14,0,0,,69,,1012,0,0,18,0,0,2,250,WSW,,,7.4,2015,10,23,00,224
20151023-03:00,Haze,14,0,0,,55,,1014,0,0,21,0,0,2,270,West,,,7.4,2015,10,23,03,203
20151023-06:00,Haze,15,0,0,,31,,1013,0,0,30,0,0,2,320,NW,,,14.8,2015,10,23,06,233
20151023-09:00,Haze,16,0,0,,27,,1011,0,0,32,0,0,2,290,WNW,,,9.3,2015,10,23,09,216
20151023-12:00,Haze,15,0,0,,31,,1010,0,0,29,0,0,2,,,,,0,2015,10,23,12,0
20151023-15:00,Haze,17,0,0,,62,,1012,0,0,23,0,0,2,,,,,0,2015,10,23,15,160
20151023-18:00,Mist,16,0,0,,69,,1012,0,0,20,0,0,2,,,,,0,2015,10,23,18,148
20151023-21:00,Mist,15,0,0,,69,,1011,0,0,19,0,0,2,,,,,0,2015,10,23,21,174
20151024-00:00,Mist,16,0,0,,77,,1011,0,0,19,0,0,2,,,,,0,2015,10,24,00,188
20151024-03:00,Haze,14,0,0,,52,,1013,0,0,22,0,0,2,,,,,0,2015,10,24,03,226
20151024-06:00,Smoke,16,0,0,,33,,1012,0,0,30,0,0,2,270,West,,,3.7,2015,10,24,06,253
20151024-09:00,Haze,14,0,0,,21,,1011,0,0,34,0,0,2,250,WSW,,,5.6,2015,10,24,09,220
20151024-12:00,Haze,19,0,0,,38,,1010,0,0,31,0,0,2,20,NNE,,,1.9,2015,10,24,12,186
20151024-15:00,Haze,18,0,0,,60,,1012,0,0,24,0,0,2,,,,,0,2015,10,24,15,155
20151024-18:00,Haze,15,0,0,,65,,1012,0,0,20,0,0,2,,,,,0,2015,10,24,18,155
20151024-21:00,Mist,17,0,0,,80,,1012,0,0,19,0,0,2,,,,,0,2015,10,24,21,0
20151025-00:00,Mist,16,0,0,,80,,1013,0,0,19,0,0,2,,,,,0,2015,10,25,00,0
20151025-03:00,Haze,16,0,0,,57,,1015,0,0,22,0,0,1,110,ESE,,,3.7,2015,10,25,03,0
20151025-06:00,Haze,16,0,0,,29,,1014,0,0,31,0,0,2,110,ESE,,,14.8,2015,10,25,06,0
20151025-09:00,Smoke,14,0,0,,19,,1010,0,0,34,0,0,4,140,SE,,,5.6,2015,10,25,09,0
20151025-12:00,Haze,17,0,0,,34,,1011,0,0,30,0,0,2,70,ENE,,,3.7,2015,10,25,12,0
20151025-15:00,Haze,17,0,0,,48,,1013,0,0,26,0,0,2,90,East,,,5.6,2015,10,25,15,0
20151025-18:00,Haze,17,0,0,,52,,1013,0,0,25,0,0,2,90,East,,,5.6,2015,10,25,18,0
20151025-21:00,Haze,17,0,0,,58,,1013,0,0,24,0,0,2,110,ESE,,,5.6,2015,10,25,21,0
20151026-00:00,Haze,15,0,0,,58,,1016,0,0,22,0,0,2,20,NNE,,,16.7,2015,10,26,00,0
20151026-03:00,Haze,15,0,0,,54,,1018,0,0,22,0,0,2,20,NNE,,,9.3,2015,10,26,03,0
20151026-06:00,Haze,17,0,0,,38,,1016,0,0,30,0,0,2,60,ENE,,,9.3,2015,10,26,06,0
20151026-09:00,Haze,18,0,0,,31,,1013,0,0,33,0,0,2,70,ENE,,,9.3,2015,10,26,09,0
20151026-12:00,Haze,18,0,0,,37,,1012,0,0,31,0,0,2,,,,,0,2015,10,26,12,151
20151026-15:00,Haze,14,0,0,,44,,1014,0,0,24,0,0,2,,,,,0,2015,10,26,15,142
20151026-18:00,Mist,18,0,0,,74,,1015,0,0,22,0,0,2,,,,,0,2015,10,26,18,144
20151026-21:00,Mist,18,0,0,,81,,1015,0,0,21,0,0,2,,,,,0,2015,10,26,21,172
20151027-00:00,Mist,16,0,0,,77,,1015,0,0,20,0,0,2,320,NW,,,7.4,2015,10,27,00,196
20151027-03:00,Haze,16,0,0,,61,,1016,0,0,22,0,0,2,320,NW,,,5.6,2015,10,27,03,204
20151027-06:00,Haze,16,0,0,,35,,1015,0,0,30,0,0,4,,,,,0,2015,10,27,06,185
20151027-09:00,Haze,17,0,0,,34,,1012,0,0,31,0,0,2,320,NW,,,7.4,2015,10,27,09,181
