datetime_utc,conds,dewptm,fog,hail,heatindexm,hum,precipm,pressurem,rain,snow,tempm,thunder,tornado,vism,wdird,wdire,wgustm,windchillm,wspdm,year,month,day,hour,AQI
20150827-15:00,Haze,26,0,0,,61,,1001,0,0,33,0,0,2,,,,,0,2015,08,27,15,98
20150827-18:00,Mist,27,0,0,,74,,1003,0,0,31,0,0,2,270,West,,,3.7,2015,08,27,18,87
20150827-21:00,Mist,27,0,0,,75,,1002,0,0,30,0,0,2,,,,,0,2015,08,27,21,112
20150828-00:00,Mist,26,0,0,,79,,1002,0,0,29,0,0,2,90,East,,,3.7,2015,08,28,00,146
20150828-03:00,Mist,27,0,0,,78,,1004,0,0,30,0,0,2,50,NE,,,3.7,2015,08,28,03,156
20150828-06:00,Haze,27,0,0,,61,,1004,0,0,34,0,0,2,230,SW,,,3.7,2015,08,28,06,152
20150828-09:00,Haze,25,0,0,,41,,1002,0,0,36,0,0,2,90,East,,,7.4,2015,08,28,09,151
20150828-12:00,Haze,26,0,0,,48,,1000,0,0,35,0,0,2,,,,,0,2015,08,28,12,156
20150828-15:00,Haze,26,0,0,,62,,1002,0,0,32,0,0,2,,,,,0,2015,08,28,15,147
20150828-18:00,Haze,26,0,0,,66,,1002,0,0,31,0,0,2,,,,,0,2015,08,28,18,152
20150828-21:00,Mist,25,0,0,,73,,1002,0,0,29,0,0,2,,,,,0,2015,08,28,21,141
20150829-00:00,Mist,24,0,0,,74,,1002,0,0,28,0,0,2,,,,,0,2015,08,29,00,130
20150829-03:00,Mist,25,0,0,,69,,1003,0,0,30,0,0,2,270,West,,,5.6,2015,08,29,03,122
20150829-06:00,Haze,24,0,0,,45,,1003,0,0,34,0,0,2,290,WNW,,,9.3,2015,08,29,06,101
20150829-09:00,Haze,24,0,0,,38,,1000,0,0,36,0,0,2,320,NW,,,11.1,2015,08,29,09,118
20150829-12:00,Haze,24,0,0,,42,,999,0,0,35,0,0,2,320,NW,,,5.6,2015,08,29,12,118
20150829-15:00,Haze,25,0,0,,56,,1000,0,0,33,0,0,2,320,NW,,,5.6,2015,08,29,15,103
20150829-18:00,Haze,26,0,0,,65,,1002,0,0,32,0,0,2,270,West,,,5.6,2015,08,29,18,98
20150829-21:00,Mist,26,0,0,,75,,1002,0,0,30,0,0,2,270,West,,,3.7,2015,08,29,21,103
20150830-00:00,Mist,26,0,0,,77,,1002,0,0,30,0,0,2,270,West,,,5.6,2015,08,30,00,106
20150830-03:00,Haze,25,0,0,,63,,1003,0,0,31,0,0,2,270,West,,,16.7,2015,08,30,03,96
20150830-06:00,Haze,24,0,0,,47,,1003,0,0,34,0,0,2,270,West,,,14.8,2015,08,30,06,106
20150830-09:00,Haze,24,0,0,,38,,1001,0,0,36,0,0,2,290,WNW,,,18.5,2015,08,30,09,73
20150830-12:00,Haze,24,0,0,,41,,998,0,0,35,0,0,2,320,NW,,,13,2015,08,30,12,87
20150830-15:00,Haze,24,0,0,,53,,1000,0,0,33,0,0,2,,,,,0,2015,08,30,15,81
20150830-18:00,Haze,26,0,0,,64,,1002,0,0,31,0,0,2,270,West,,,5.6,2015,08,30,18,83
20150830-21:00,Mist,26,0,0,,69,,1002,0,0,31,0,0,2,,,,,0,2015,08,30,21,89
20150831-00:00,Haze,23,0,0,,64,,1002,0,0,29,0,0,2,270,West,,,11.1,2015,08,31,00,89
20150831-03:00,Haze,23,0,0,,59,,1004,0,0,30,0,0,2,250,WSW,,,24.1,2015,08,31,03,87
20150831-06:00,Haze,23,0,0,,59,,1004,0,0,30,0,0,2,250,WSW,,,24.1,2015,08,31,06,72
20150831-09:00,Haze,22,0,0,,37,,1002,0,0,36,0,0,4,290,WNW,,,22.2,2015,08,31,09,77
20150831-12:00,Haze,24,0,0,,42,,,0,0,35,0,0,4,270,West,,,11.1,2015,08,31,12,76
20150831-15:00,Haze,24,0,0,,54,,1000,0,0,32,0,0,2,30,NNE,,,18.5,2015,08,31,15,84
20150831-18:00,Haze,24,0,0,,59,,1002,0,0,31,0,0,2,,,,,0,2015,08,31,18,87
20150831-21:00,Haze,24,0,0,,66,,1001,0,0,30,0,0,2,250,WSW,,,7.4,2015,08,31,21,92
20150901-00:00,Haze,21,0,0,,57,,1001,0,0,29,0,0,2,260,West,,,14.8,2015,09,01,00,107
20150901-03:00,Blowing Sand,21,0,0,,53,,1002,0,0,29,0,0,2,270,West,,,25.9,2015,09,01,03,93
20150901-06:00,Blowing Sand,22,0,0,,40,,1002,0,0,34,0,0,2,290,WNW,,,25.9,2015,09,01,06,82
20150901-09:00,Haze,21,0,0,,31,,1000,0,0,36,0,0,2,290,WNW,,,22.2,2015,09,01,09,81
20150901-12:00,Haze,22,0,0,,35,,999,0,0,35,0,0,2,320,NW,,,7.4,2015,09,01,12,96
20150901-15:00,Haze,22,0,0,,45,,,0,0,33,0,0,2,250,WSW,,,13,2015,09,01,15,120
20150901-18:00,Haze,24,0,0,,60,,1001,0,0,31,0,0,2,,,,,0,2015,09,01,18,143
20150901-21:00,Mist,23,0,0,,60,,1001,0,0,30,0,0,2,270,West,,,13,2015,09,01,21,156
20150902-00:00,Mist,21,0,0,,56,,1001,0,0,28,0,0,2,250,WSW,,,14.8,2015,09,02,00,161
20150902-03:00,Haze,22,0,0,,56,,1003,0,0,29,0,0,2,270,West,,,22.2,2015,09,02,03,154
20150902-06:00,Blowing Sand,21,0,0,,38,,1002,0,0,34,0,0,2,270,West,,,24.1,2015,09,02,06,122
20150902-09:00,Haze,21,0,0,,33,,1001,0,0,36,0,0,2,290,WNW,,,13,2015,09,02,09,119
20150902-12:00,Haze,22,0,0,,39,,1000,0,0,35,0,0,2,290,WNW,,,11.1,2015,09,02,12,148
20150902-15:00,Haze,22,0,0,,45,,1001,0,0,32,0,0,2,270,West,,,5.6,2015,09,02,15,157
20150902-18:00,Haze,21,0,0,,49,,1003,0,0,31,0,0,2,270,West,,,7.4,2015,09,02,18,159
20150902-21:00,Haze,21,0,0,,49,,1003,0,0,30,0,0,2,270,West,,,3.7,2015,09,02,21,162
20150903-00:00,Haze,20,0,0,,56,,1004,0,0,28,0,0,2,270,West,,,13,2015,09,03,00,162
20150903-03:00,Haze,20,0,0,,53,,1006,0,0,29,0,0,2,270,West,,,22.2,2015,09,03,03,157
20150903-06:00,Blowing Sand,21,0,0,,36,,1006,0,0,34,0,0,2,270,West,,,25.9,2015,09,03,06,152
20150903-09:00,Haze,21,0,0,,31,,1005,0,0,36,0,0,2,270,West,,,14.8,2015,09,03,09,138
20150903-12:00,Haze,21,0,0,,36,,1003,0,0,35,0,0,2,320,NW,,,5.6,2015,09,03,12,145
20150903-15:00,Haze,23,0,0,,49,,1006,0,0,32,0,0,2,,,,,0,2015,09,03,15,144
20150903-18:00,Haze,24,0,0,,65,,1007,0,0,30,0,0,2,,,,,0,2015,09,03,18,146
20150903-21:00,Haze,24,0,0,,67,,1007,0,0,29,0,0,2,,,,,0,2015,09,03,21,154
20150904-00:00,Haze,21,0,0,,60,,1008,0,0,28,0,0,2,270,West,,,5.6,2015,09,04,00,163
20150904-03:00,Haze,20,0,0,,50,,1009,0,0,29,0,0,2,270,West,,,14.8,2015,09,04,03,168
20150904-06:00,Haze,18,0,0,,27,,1009,0,0,35,0,0,4,320,NW,,,18.5,2015,09,04,06,159
20150904-09:00,Blowing Sand,18,0,0,,22,,1008,0,0,37,0,0,4,270,West,,,22.2,2015,09,04,09,142
20150904-12:00,Blowing Sand,18,0,0,,25,,1007,0,0,36,0,0,4,320,NW,,,13,2015,09,04,12,131
20150904-15:00,Haze,20,0,0,,36,,1007,0,0,33,0,0,4,270,West,,,7.4,2015,09,04,15,104
20150904-18:00,Haze,22,0,0,,57,,1008,0,0,29,0,0,2,270,West,,,9.3,2015,09,04,18,91
20150904-21:00,Haze,23,0,0,,64,,1007,0,0,29,0,0,2,,,,,0,2015,09,04,21,146
20150905-00:00,Haze,19,0,0,,53,,1008,0,0,27,0,0,2,,,,,0,2015,09,05,00,151
20150905-03:00,Haze,20,0,0,,55,,1010,0,0,27,0,0,2,250,WSW,,,11.1,2015,09,05,03,159
20150905-06:00,Haze,20,0,0,,32,,1009,0,0,35,0,0,2,270,West,,,18.5,2015,09,05,06,154
20150905-09:00,Haze,19,0,0,,27,,1007,0,0,36,0,0,4,290,WNW,,,22.2,2015,09,05,09,122
20150905-12:00,Haze,19,0,0,,29,,1005,0,0,35,0,0,4,320,NW,,,9.3,2015,09,05,12,99
20150905-15:00,Haze,22,0,0,,50,,1006,0,0,31,0,0,2,,,,,0,2015,09,05,15,91
20150905-18:00,Haze,22,0,0,,58,,1006,0,0,29,0,0,2,,,,,0,2015,09,05,18,84
20150905-21:00,Mist,23,0,0,,74,,1006,0,0,27,0,0,2,,,,,0,2015,09,05,21,99
20150906-00:00,Mist,22,0,0,,69,,1007,0,0,26,0,0,2,,,,,0,2015,09,06,00,117
20150906-03:00,Haze,20,0,0,,47,,1008,0,0,29,0,0,2,270,West,,,7.4,2015,09,06,03,145
20150906-06:00,Haze,20,0,0,,32,,1008,0,0,35,0,0,2,270,West,,,18.5,2015,09,06,06,120
20150906-09:00,Haze,20,0,0,,29,,1006,0,0,36,0,0,2,270,West,,,24.1,2015,09,06,09,122
20150906-12:00,Haze,20,0,0,,32,,1004,0,0,35,0,0,2,290,WNW,,,7.4,2015,09,06,12,107
20150906-15:00,Haze,,0,0,,,,1005,0,0,32,0,0,2,,,,,0,2015,09,06,15,77
20150906-18:00,Haze,,0,0,,,,1006,0,0,29,0,0,2,270,West,,,3.7,2015,09,06,18,77
20150906-21:00,Haze,,0,0,,,,1006,0,0,28,0,0,2,,,,,0,2015,09,06,21,97
20150907-00:00,Haze,22,0,0,,65,,1006,0,0,27,0,0,2,,,,,0,2015,09,07,00,112
20150907-03:00,Haze,21,0,0,,52,,1007,0,0,29,0,0,2,270,West,,,11.1,2015,09,07,03,126
20150907-06:00,Haze,20,0,0,,31,,1007,0,0,35,0,0,2,270,West,,,20.4,2015,09,07,06,115
20150907-09:00,Blowing Sand,18,0,0,,23,,1005,0,0,37,0,0,2,290,WNW,,,22.2,2015,09,07,09,108
20150907-12:00,Haze,20,0,0,,31,,1004,0,0,36,0,0,2,270,West,,,18.5,2015,09,07,12,88
20150907-15:00,Haze,22,0,0,,46,,1005,0,0,31,0,0,2,,,,,0,2015,09,07,15,78
20150907-18:00,Haze,22,0,0,,59,,1006,0,0,29,0,0,2,,,,,0,2015,09,07,18,82
20150907-21:00,Haze,22,0,0,,64,,1006,0,0,28,0,0,2,270,West,,,3.7,2015,09,07,21,93
20150908-00:00,Haze,22,0,0,,67,,1006,0,0,27,0,0,2,270,West,,,3.7,2015,09,08,00,114
20150908-03:00,Haze,22,0,0,,55,,1007,0,0,29,0,0,2,250,WSW,,,11.1,2015,09,08,03,134
20150908-06:00,Blowing Sand,20,0,0,,31,,1007,0,0,35,0,0,4,270,West,,,35.2,2015,09,08,06,127
20150908-09:00,Blowing Sand,21,0,0,,31,,1005,0,0,36,0,0,4,320,NW,,,3.7,2015,09,08,09,126
20150908-12:00,Haze,20,0,0,,31,,1004,0,0,35,0,0,4,270,West,,,18.5,2015,09,08,12,104
20150908-15:00,Haze,23,0,0,,51,,1005,0,0,32,0,0,2,270,West,,,3.7,2015,09,08,15,88
20150908-18:00,Haze,22,0,0,,54,,1005,0,0,30,0,0,2,290,WNW,,,9.3,2015,09,08,18,93
20150908-21:00,Haze,22,0,0,,56,,1005,0,0,29,0,0,2,290,WNW,,,9.3,2015,09,08,21,112
20150909-00:00,Haze,21,0,0,,58,,1005,0,0,28,0,0,2,280,West,,,7.4,2015,09,09,00,103
20150909-03:00,Haze,21,0,0,,56,,1007,0,0,28,0,0,2,270,West,,,9.3,2015,09,09,03,110
20150909-06:00,Blowing Sand,19,0,0,,29,,1007,0,0,36,0,0,2,320,NW,,,31.5,2015,09,09,06,104
20150909-09:00,Haze,19,0,0,,26,,1005,0,0,36,0,0,4,290,WNW,,,22.2,2015,09,09,09,115
20150909-12:00,Haze,20,0,0,,34,,1004,0,0,35,0,0,4,320,NW,,,11.1,2015,09,09,12,93
20150909-15:00,Haze,21,0,0,,46,,1005,0,0,31,0,0,2,,,,,0,2015,09,09,15,82
20150909-18:00,Haze,22,0,0,,65,,1006,0,0,28,0,0,2,,,,,0,2015,09,09,18,81
20150909-21:00,Mist,22,0,0,,69,,1006,0,0,26,0,0,2,,,,,0,2015,09,09,21,84
20150910-00:00,Mist,21,0,0,,69,,1007,0,0,26,0,0,2,,,,,0,2015,09,10,00,103
20150910-03:00,Haze,21,0,0,,53,,1009,0,0,29,0,0,2,270,West,,,9.3,2015,09,10,03,127
20150910-06:00,Haze,20,0,0,,31,,1008,0,0,35,0,0,4,270,West,,,18.5,2015,09,10,06,133
20150910-09:00,Blowing Sand,19,0,0,,24,,1006,0,0,37,0,0,2,320,NW,,,11.1,2015,09,10,09,123
20150910-12:00,Haze,18,0,0,,27,,1004,0,0,36,0,0,4,320,NW,,,13,2015,09,10,12,97
20150910-15:00,Haze,20,0,0,,38,,1006,0,0,32,0,0,2,320,NW,,,9.3,2015,09,10,15,0
20150910-18:00,Haze,22,0,0,,56,,1007,0,0,29,0,0,2,320,NW,,,7.4,2015,09,10,18,65
20150910-21:00,Haze,23,0,0,,74,,1007,0,0,26,0,0,2,,,,,0,2015,09,10,21,94
20150911-00:00,Mist,23,0,0,,73,,1007,0,0,26,0,0,2,,,,,0,2015,09,11,00,108
20150911-03:00,Haze,13,0,0,,26,,1009,0,0,29,0,0,2,260,West,,,7.4,2015,09,11,03,108
20150911-06:00,Haze,21,0,0,,36,,1008,0,0,34,0,0,4,320,NW,,,11.1,2015,09,11,06,153
20150911-09:00,Haze,20,0,0,,31,,1005,0,0,36,0,0,4,290,WNW,,,14.8,2015,09,11,09,150
20150911-12:00,Haze,20,0,0,,34,,1004,0,0,34,0,0,4,290,WNW,,,14.8,2015,09,11,12,0
20150911-15:00,Haze,23,0,0,,53,,1005,0,0,31,0,0,2,,,,,0,2015,09,11,15,0
20150911-18:00,Mist,24,0,0,,70,,1006,0,0,29,0,0,2,,,,,0,2015,09,11,18,0
20150911-21:00,Mist,24,0,0,,75,,1006,0,0,27,0,0,2,,,,,0,2015,09,11,21,0
20150912-00:00,Mist,24,0,0,,84,,1006,0,0,26,0,0,2,,,,,0,2015,09,12,00,154
20150912-03:00,Mist,24,0,0,,68,,1008,0,0,29,0,0,2,50,NE,,,3.7,2015,09,12,03,153
20150912-06:00,Haze,22,0,0,,37,,1008,0,0,35,0,0,2,140,SE,,,7.4,2015,09,12,06,152
20150912-09:00,Haze,21,0,0,,29,,1004,0,0,37,0,0,2,290,WNW,,,3.7,2015,09,12,09,158
20150912-12:00,Haze,20,0,0,,30,,1004,0,0,36,0,0,2,320,NW,,,7.4,2015,09,12,12,156
20150912-15:00,Haze,25,0,0,,60,,1005,0,0,32,0,0,2,,,,,0,2015,09,12,15,159
20150912-18:00,Mist,26,0,0,,73,,1007,0,0,30,0,0,2,,,,,0,2015,09,12,18,143
20150912-21:00,Mist,26,0,0,,73,,1007,0,0,30,0,0,2,,,,,0,2015,09,12,21,160
20150913-00:00,Mist,25,0,0,,78,,1008,0,0,28,0,0,2,,,,,0,2015,09,13,00,165
20150913-03:00,Mist,24,0,0,,65,,1009,0,0,29,0,0,2,,,,,0,2015,09,13,03,164
20150913-06:00,Haze,24,0,0,,46,,1008,0,0,35,0,0,2,50,NE,,,3.7,2015,09,13,06,163
20150913-09:00,Haze,21,0,0,,29,,1005,0,0,38,0,0,2,290,WNW,,,3.7,2015,09,13,09,155
20150913-12:00,Haze,22,0,0,,33,,1003,0,0,36,0,0,2,0,North,,,3.7,2015,09,13,12,155
20150913-15:00,Haze,24,0,0,,53,,1004,0,0,32,0,0,2,,,,,0,2015,09,13,15,151
20150913-18:00,Haze,24,0,0,,65,,1005,0,0,30,0,0,2,,,,,0,2015,09,13,18,152
20150913-21:00,Mist,24,0,0,,73,,1005,0,0,29,0,0,2,,,,,0,2015,09,13,21,157
20150914-00:00,Mist,24,0,0,,75,,1005,0,0,28,0,0,2,,,,,0,2015,09,14,00,168
20150914-03:00,Mist,25,0,0,,70,,1006,0,0,30,0,0,2,70,ENE,,,3.7,2015,09,14,03,176
20150914-06:00,Haze,24,0,0,,45,,1005,0,0,34,0,0,2,,,,,0,2015,09,14,06,199
20150914-09:00,Haze,20,0,0,,27,,1002,0,0,37,0,0,2,270,West,,,9.3,2015,09,14,09,200
20150914-12:00,Haze,19,0,0,,28,,1001,0,0,36,0,0,2,290,WNW,,,7.4,2015,09,14,12,192
20150914-15:00,Haze,23,0,0,,50,,1003,0,0,31,0,0,2,,,,,0,2015,09,14,15,161
20150914-18:00,Haze,24,0,0,,65,,1004,0,0,30,0,0,2,,,,,0,2015,09,14,18,105
20150914-21:00,Mist,25,0,0,,75,,1003,0,0,29,0,0,2,,,,,0,2015,09,14,21,156
20150915-00:00,Mist,25,0,0,,82,,1004,0,0,28,0,0,2,,,,,0,2015,09,15,00,171
20150915-03:00,Haze,25,0,0,,66,,1004,0,0,30,0,0,2,,,,,0,2015,09,15,03,175
20150915-06:00,Haze,24,0,0,,42,,1005,0,0,35,0,0,2,,,,,0,2015,09,15,06,181
20150915-09:00,Haze,24,0,0,,36,,1002,0,0,38,0,0,2,,,,,0,2015,09,15,09,178
20150915-12:00,Haze,25,0,0,,39,,1001,0,0,37,0,0,2,,,,,0,2015,09,15,12,164
20150915-15:00,Haze,25,0,0,,53,,1003,0,0,33,0,0,2,,,,,0,2015,09,15,15,155
20150915-18:00,Haze,25,0,0,,59,,1004,0,0,32,0,0,2,110,ESE,,,3.7,2015,09,15,18,157
20150915-21:00,Haze,25,0,0,,63,,1003,0,0,31,0,0,2,,,,,0,2015,09,15,21,162
20150916-00:00,Mist,25,0,0,,71,,1004,0,0,29,0,0,2,,,,,0,2015,09,16,00,163
20150916-03:00,Mist,25,0,0,,70,,1006,0,0,30,0,0,2,,,,,0,2015,09,16,03,167
20150916-06:00,Haze,24,0,0,,44,,1005,0,0,35,0,0,2,,,,,0,2015,09,16,06,169
20150916-09:00,Haze,24,0,0,,38,,1003,0,0,37,0,0,2,50,NE,,,5.6,2015,09,16,09,172
20150916-12:00,Haze,26,0,0,,46,,1001,0,0,36,0,0,2,70,ENE,,,5.6,2015,09,16,12,153
20150916-15:00,Haze,25,0,0,,54,,1003,0,0,33,0,0,2,,,,,0,2015,09,16,15,157
20150916-18:00,Haze,22,0,0,,53,,1003,0,0,30,0,0,2,,,,,0,2015,09,16,18,160
20150916-21:00,Haze,23,0,0,,64,,1004,0,0,29,0,0,2,,,,,0,2015,09,16,21,169
20150917-00:00,Mist,24,0,0,,79,,1005,0,0,27,0,0,2,,,,,0,2015,09,17,00,161
20150917-03:00,Haze,22,0,0,,61,,1006,0,0,29,0,0,2,70,ENE,,,3.7,2015,09,17,03,164
20150917-06:00,Haze,25,0,0,,49,,1006,0,0,34,0,0,2,,,,,0,2015,09,17,06,170
20150917-09:00,Haze,23,0,0,,40,,1004,0,0,35,0,0,2,50,NE,,,5.6,2015,09,17,09,183
20150917-12:00,Haze,24,0,0,,42,,1002,0,0,35,0,0,2,,,,,0,2015,09,17,12,167
20150917-15:00,Haze,24,0,0,,57,,1004,0,0,32,0,0,2,,,,,0,2015,09,17,15,164
20150917-18:00,Haze,25,0,0,,67,,1004,0,0,30,0,0,2,,,,,0,2015,09,17,18,169
20150917-21:00,Mist,25,0,0,,72,,1004,0,0,29,0,0,2,,,,,0,2015,09,17,21,168
20150918-00:00,Haze,24,0,0,,66,,1005,0,0,29,0,0,2,,,,,0,2015,09,18,00,181
20150918-03:00,Mist,26,0,0,,69,,1007,0,0,30,0,0,2,110,ESE,,,11.1,2015,09,18,03,182
20150918-06:00,Haze,26,0,0,,54,,1006,0,0,34,0,0,4,70,ENE,,,14.8,2015,09,18,06,92
20150918-09:00,Haze,26,0,0,,49,,1004,0,0,35,0,0,4,70,ENE,,,14.8,2015,09,18,09,82
20150918-12:00,Haze,25,0,0,,55,,1003,0,0,33,0,0,4,20,NNE,,,7.4,2015,09,18,12,74
20150918-15:00,Haze,26,0,0,,66,,1006,0,0,31,0,0,4,50,NE,,,5.6,2015,09,18,15,55
20150918-18:00,Mist,26,0,0,,82,,1005,0,0,29,0,0,2,320,NW,,,5.6,2015,09,18,18,71
20150918-21:00,Overcast,27,0,0,,100,,1005,0,0,27,0,0,2,,,,,0,2015,09,18,21,132
20150919-00:00,Overcast,27,0,0,,99,,1005,0,0,27,0,0,1,70,ENE,,,3.7,2015,09,19,00,131
20150919-03:00,Thunderstorms and Rain,27,0,0,,99,,1006,1,0,27,1,0,0.5,50,NE,,,7.4,2015,09,19,03,159
20150919-06:00,Haze,27,0,0,,67,,1005,0,0,33,0,0,2,,,,,0,2015,09,19,06,145
20150919-09:00,Haze,26,0,0,,55,,1002,0,0,35,0,0,2,,,,,0,2015,09,19,09,155
20150919-12:00,Haze,26,0,0,,58,,1001,0,0,34,0,0,2,,,,,0,2015,09,19,12,155
20150919-15:00,Partly Cloudy,25,0,0,,65,,1003,0,0,30,0,0,2,320,NW,,,5.6,2015,09,19,15,122
20150919-18:00,Mist,26,0,0,,75,,1004,0,0,30,0,0,2,,,,,0,2015,09,19,18,113
20150919-21:00,Mist,26,0,0,,76,,1003,0,0,29,0,0,2,,,,,0,2015,09,19,21,107
20150920-00:00,Mist,26,0,0,,83,,1003,0,0,28,0,0,2,,,,,0,2015,09,20,00,131
20150920-03:00,Mist,27,0,0,,78,,1004,0,0,30,0,0,2,110,ESE,,,7.4,2015,09,20,03,155
20150920-06:00,Haze,26,0,0,,56,,1003,0,0,34,0,0,2,,,,,0,2015,09,20,06,152
20150920-09:00,Haze,26,0,0,,56,,1003,0,0,34,0,0,2,,,,,0,2015,09,20,09,154
20150920-12:00,Haze,23,0,0,,59,,1001,0,0,30,0,0,2,,,,,11.1,2015,09,20,12,153
20150920-15:00,Haze,23,0,0,,67,,1003,0,0,28,0,0,2,20,NNE,,,11.1,2015,09,20,15,89
20150920-18:00,Partly Cloudy,23,0,0,,72,,1004,0,0,27,0,0,2,140,SE,,,9.3,2015,09,20,18,57
20150920-21:00,Mist,22,0,0,,69,,1002,0,0,27,0,0,2,,,,,0,2015,09,20,21,60
20150921-00:00,Mist,24,0,0,,79,,1003,0,0,27,0,0,2,,,,,0,2015,09,21,00,57
20150921-03:00,Mist,24,0,0,,76,,1005,0,0,28,0,0,2,90,East,,,5.6,2015,09,21,03,30
20150921-06:00,Haze,24,0,0,,53,,1004,0,0,33,0,0,2,90,East,,,5.6,2015,09,21,06,53
20150921-09:00,Haze,24,0,0,,42,,1000,0,0,35,0,0,2,270,West,,,7.4,2015,09,21,09,81
20150921-12:00,Haze,23,0,0,,47,,1000,0,0,33,0,0,2,140,SE,,,14.8,2015,09,21,12,111
20150921-15:00,Mist,25,0,0,,69,,1003,0,0,29,0,0,2,140,SE,,,3.7,2015,09,21,15,77
20150921-18:00,Mist,24,0,0,,74,,1003,0,0,28,0,0,2,140,SE,,,3.7,2015,09,21,18,100
20150921-21:00,Mist,24,0,0,,76,,1002,0,0,28,0,0,2,90,East,,,5.6,2015,09,21,21,72
20150922-00:00,Mist,24,0,0,,78,,1002,0,0,27,0,0,2,90,East,,,5.6,2015,09,22,00,79
20150922-03:00,Mist,24,0,0,,74,,1003,0,0,28,0,0,2,110,ESE,,,14.8,2015,09,22,03,80
20150922-06:00,Haze,24,0,0,,51,,1003,0,0,34,0,0,2,140,SE,,,7.4,2015,09,22,06,70
20150922-09:00,Scattered Clouds,23,0,0,,43,,1001,0,0,35,0,0,2,180,South,,,13,2015,09,22,09,84
20150922-12:00,Haze,24,0,0,,48,,1000,0,0,34,0,0,2,140,SE,,,11.1,2015,09,22,12,89
20150922-15:00,Light Rain,26,0,0,,78,,1002,1,0,29,0,0,2,230,SW,,,7.4,2015,09,22,15,70
20150922-18:00,Mist,24,0,0,,73,,1004,0,0,28,0,0,2,270,West,,,11.1,2015,09,22,18,55
20150922-21:00,Mist,22,0,0,,70,,1005,0,0,27,0,0,2,320,NW,,,11.1,2015,09,22,21,51
20150923-00:00,Mist,22,0,0,,73,,1006,0,0,26,0,0,1,320,NW,,,7.4,2015,09,23,00,15
20150923-03:00,Haze,21,0,0,,62,,1008,0,0,26,0,0,2,270,West,,,16.7,2015,09,23,03,0
20150923-06:00,Blowing Sand,21,0,0,,51,,1008,0,0,30,0,0,2,270,West,,,24.1,2015,09,23,06,14
20150923-09:00,Blowing Sand,22,0,0,,45,,1006,0,0,32,0,0,2,320,NW,,,24.1,2015,09,23,09,35
20150923-12:00,Haze,22,0,0,,51,,1005,0,0,31,0,0,2,320,NW,,,9.3,2015,09,23,12,40
20150923-15:00,Haze,23,0,0,,63,,1006,0,0,29,0,0,2,,,,,0,2015,09,23,15,52
20150923-18:00,Mist,23,0,0,,70,,1006,0,0,28,0,0,2,270,West,,,18.5,2015,09,23,18,59
20150923-21:00,Mist,23,0,0,,75,,1006,0,0,27,0,0,2,270,West,,,9.3,2015,09,23,21,66
20150924-00:00,Haze,21,0,0,,67,,1005,0,0,26,0,0,2,270,West,,,11.1,2015,09,24,00,73
20150924-03:00,Haze,20,0,0,,56,,1006,0,0,27,0,0,2,250,WSW,,,16.7,2015,09,24,03,66
20150924-06:00,Blowing Sand,19,0,0,,40,,1005,0,0,31,0,0,2,290,WNW,,,24.1,2015,09,24,06,68
20150924-09:00,Blowing Sand,18,0,0,,29,,1004,0,0,33,0,0,2,270,West,,,25.9,2015,09,24,09,70
20150924-12:00,Haze,17,0,0,,31,,1003,0,0,32,0,0,2,270,West,,,14.8,2015,09,24,12,86
20150924-15:00,Haze,20,0,0,,56,,1005,0,0,27,0,0,2,,,,,0,2015,09,24,15,84
20150924-18:00,Haze,20,0,0,,68,,1005,0,0,25,0,0,2,,,,,0,2015,09,24,18,79
20150924-21:00,Mist,20,0,0,,72,,1004,0,0,25,0,0,2,,,,,0,2015,09,24,21,148
20150925-00:00,Haze,18,0,0,,60,,1004,0,0,24,0,0,2,230,SW,,,9.3,2015,09,25,00,156
20150925-03:00,Haze,17,0,0,,48,,1005,0,0,26,0,0,2,270,West,,,14.8,2015,09,25,03,161
20150925-06:00,Haze,17,0,0,,32,,1006,0,0,32,0,0,2,230,SW,,,20.4,2015,09,25,06,143
20150925-09:00,Haze,16,0,0,,25,,1003,0,0,34,0,0,4,290,WNW,,,18.5,2015,09,25,09,100
20150925-12:00,Haze,18,0,0,,30,,1002,0,0,33,0,0,4,290,WNW,,,5.6,2015,09,25,12,76
20150925-15:00,Haze,20,0,0,,56,,1003,0,0,28,0,0,2,,,,,0,2015,09,25,15,71
20150925-18:00,Mist,21,0,0,,68,,1004,0,0,26,0,0,2,,,,,0,2015,09,25,18,81
20150925-21:00,Mist,22,0,0,,76,,1003,0,0,25,0,0,2,,,,,0,2015,09,25,21,125
20150926-00:00,Mist,21,0,0,,75,,1004,0,0,24,0,0,2,250,WSW,,,5.6,2015,09,26,00,161
20150926-03:00,Haze,19,0,0,,53,,1006,0,0,27,0,0,2,270,West,,,14.8,2015,09,26,03,163
20150926-06:00,Haze,21,0,0,,41,,1006,0,0,32,0,0,4,290,WNW,,,14.8,2015,09,26,06,155
20150926-09:00,Haze,19,0,0,,29,,1005,0,0,35,0,0,2,270,West,,,7.4,2015,09,26,09,101
20150926-12:00,Haze,19,0,0,,33,,1004,0,0,33,0,0,2,270,West,,,7.4,2015,09,26,12,78
20150926-15:00,Haze,22,0,0,,51,,1005,0,0,30,0,0,2,,,,,0,2015,09,26,15,71
20150926-18:00,Mist,23,0,0,,72,,1006,0,0,27,0,0,2,,,,,0,2015,09,26,18,75
